time_s,fps,process_ms,nodes,objects,orphans,missions,trade_missions,ships,workers
505.5,60.0,18.62,50,1977,2,0,0,3,15
506.5,60.0,18.46,50,1977,2,0,0,3,15
507.5,60.0,19.11,50,1977,2,0,0,3,15
508.5,60.0,18.15,50,1977,2,0,0,3,15
509.5,60.0,21.79,50,1977,2,0,0,3,15
510.5,60.0,19.29,50,1977,2,0,0,3,15
511.5,60.0,18.49,50,1977,2,0,0,3,15
512.5,60.0,18.72,50,1977,2,0,0,3,15
513.5,60.0,18.01,50,1977,2,0,0,3,15
514.5,60.0,19.08,50,1977,2,0,0,3,15
515.5,60.0,18.08,50,1977,2,0,0,3,15
516.5,60.0,18.34,50,1977,2,0,0,3,15
517.5,60.0,18.60,50,1977,2,0,0,3,15
518.5,60.0,18.34,50,1977,2,0,0,3,15
519.5,60.0,18.68,50,1977,2,0,0,3,15
520.5,60.0,18.75,50,1977,2,0,0,3,15
521.5,60.0,18.67,50,1977,2,0,0,3,15
522.5,60.0,18.83,50,1977,2,0,0,3,15
523.5,60.0,19.24,50,1977,2,0,0,3,15
524.5,60.0,18.98,50,1977,2,0,0,3,15
525.5,60.0,18.65,50,1977,2,0,0,3,15
526.5,60.0,18.22,50,1977,2,0,0,3,15
527.5,60.0,19.20,50,1977,2,0,0,3,15
528.5,60.0,18.87,50,1977,2,0,0,3,15
529.5,60.0,18.66,50,1977,2,0,0,3,15
530.5,60.0,18.29,50,1977,2,0,0,3,15
531.5,60.0,18.44,50,1977,2,0,0,3,15
532.5,60.0,18.85,50,1977,2,0,0,3,15
533.5,60.0,19.18,50,1977,2,0,0,3,15
534.5,60.0,18.95,50,1977,2,0,0,3,15
535.5,60.0,18.25,50,1977,2,0,0,3,15
536.5,60.0,18.61,50,1977,2,0,0,3,15
537.5,60.0,18.94,50,1977,2,0,0,3,15
538.5,60.0,18.58,50,1977,2,0,0,3,15
539.5,60.0,18.57,50,1977,2,0,0,3,15
540.5,60.0,18.38,50,1977,2,0,0,3,15
541.5,60.0,18.30,50,1977,2,0,0,3,15
542.5,59.0,34.57,50,1977,2,0,0,3,15
543.5,60.0,19.60,50,1977,2,0,0,3,15
544.5,60.0,21.33,50,1977,2,0,0,3,15
545.5,59.0,31.20,50,1977,2,0,0,3,15
546.5,60.0,19.68,50,1977,2,0,0,3,15
547.5,60.0,18.58,50,1977,2,0,0,3,15
548.5,60.0,23.42,50,1977,2,0,0,3,15
549.5,59.0,33.31,50,1977,2,0,0,3,15
550.5,60.0,18.59,50,1977,2,0,0,3,15
551.5,60.0,18.96,50,1977,2,0,0,3,15
552.5,60.0,18.92,50,1977,2,0,0,3,15
553.5,60.0,18.57,50,1977,2,0,0,3,15
554.5,60.0,17.95,50,1977,2,0,0,3,15
555.5,60.0,21.96,50,1977,2,0,0,3,15
556.5,59.0,33.62,50,1977,2,0,0,3,15
557.5,60.0,18.99,50,1977,2,0,0,3,15
558.5,60.0,19.65,50,1977,2,0,0,3,15
559.5,60.0,18.27,50,1977,2,0,0,3,15
560.5,60.0,18.95,50,1977,2,0,0,3,15
561.5,60.0,18.85,50,1977,2,0,0,3,15
562.5,60.0,18.52,50,1977,2,0,0,3,15
563.5,60.0,18.46,50,1977,2,0,0,3,15
564.5,60.0,18.53,50,1977,2,0,0,3,15
565.5,60.0,18.76,50,1977,2,0,0,3,15
566.5,60.0,19.97,50,1977,2,0,0,3,15
567.5,60.0,18.81,50,1977,2,0,0,3,15
568.5,60.0,18.84,50,1977,2,0,0,3,15
569.5,60.0,18.17,50,1977,2,0,0,3,15
570.5,60.0,18.08,50,1977,2,0,0,3,15
571.5,60.0,18.69,50,1977,2,0,0,3,15
572.5,60.0,18.79,50,1977,2,0,0,3,15
573.5,60.0,18.85,50,1977,2,0,0,3,15
574.5,60.0,18.79,50,1977,2,0,0,3,15
575.5,60.0,18.43,50,1977,2,0,0,3,15
576.5,60.0,18.79,50,1977,2,0,0,3,15
577.5,60.0,18.18,50,1977,2,0,0,3,15
578.5,60.0,18.63,50,1977,2,0,0,3,15
579.5,60.0,18.59,50,1977,2,0,0,3,15
580.5,60.0,18.32,50,1977,2,0,0,3,15
581.5,60.0,19.29,50,1977,2,0,0,3,15
582.5,60.0,18.47,50,1977,2,0,0,3,15
583.5,60.0,18.43,50,1977,2,0,0,3,15
584.5,60.0,18.35,50,1977,2,0,0,3,15
585.5,60.0,22.07,50,1977,2,0,0,3,15
586.5,60.0,18.53,50,1977,2,0,0,3,15
587.5,60.0,18.87,50,1977,2,0,0,3,15
588.5,60.0,18.27,50,1977,2,0,0,3,15
589.5,60.0,18.47,50,1977,2,0,0,3,15
590.5,60.0,18.61,50,1977,2,0,0,3,15
591.5,60.0,19.26,50,1977,2,0,0,3,15
592.5,60.0,18.87,50,1977,2,0,0,3,15
593.6,59.0,34.59,50,1977,2,0,0,3,15
594.6,60.0,18.85,50,1977,2,0,0,3,15
595.6,60.0,19.01,50,1977,2,0,0,3,15
596.6,60.0,21.85,50,1977,2,0,0,3,15
597.6,60.0,18.83,50,1977,2,0,0,3,15
598.6,60.0,18.11,50,1977,2,0,0,3,15
599.6,60.0,18.52,50,1977,2,0,0,3,15
600.6,60.0,18.74,50,1977,2,0,0,3,15
601.6,60.0,18.81,50,1977,2,0,0,3,15
602.6,60.0,17.69,50,1977,2,0,0,3,15
603.6,60.0,18.75,50,1977,2,0,0,3,15
604.6,60.0,18.07,50,1977,2,0,0,3,15
605.6,60.0,17.97,50,1977,2,0,0,3,15
606.6,60.0,18.52,50,1977,2,0,0,3,15
607.6,60.0,18.90,50,1977,2,0,0,3,15
608.6,60.0,18.42,50,1977,2,0,0,3,15
609.6,60.0,18.65,50,1977,2,0,0,3,15
610.6,60.0,18.57,50,1977,2,0,0,3,15
611.6,60.0,18.89,50,1977,2,0,0,3,15
612.6,60.0,19.21,50,1977,2,0,0,3,15
613.6,60.0,19.01,50,1977,2,0,0,3,15
614.6,60.0,20.08,50,1977,2,0,0,3,15
615.6,60.0,18.69,50,1977,2,0,0,3,15
616.6,60.0,18.92,50,1977,2,0,0,3,15
617.6,60.0,18.75,50,1977,2,0,0,3,15
618.6,60.0,18.03,50,1977,2,0,0,3,15
619.6,60.0,18.81,50,1977,2,0,0,3,15
620.6,60.0,20.17,50,1977,2,0,0,3,15
621.6,60.0,18.88,50,1977,2,0,0,3,15
622.6,60.0,18.30,50,1977,2,0,0,3,15
623.6,60.0,19.19,50,1977,2,0,0,3,15
624.6,60.0,17.97,50,1977,2,0,0,3,15
625.6,60.0,19.47,50,1977,2,0,0,3,15
626.6,60.0,18.67,50,1977,2,0,0,3,15
627.6,60.0,18.44,50,1977,2,0,0,3,15
628.6,60.0,18.05,50,1977,2,0,0,3,15
629.6,60.0,19.15,50,1977,2,0,0,3,15
630.6,60.0,20.27,50,1977,2,0,0,3,15
631.6,60.0,18.64,50,1977,2,0,0,3,15
632.6,60.0,19.48,50,1977,2,0,0,3,15
633.6,60.0,19.85,50,1977,2,0,0,3,15
634.6,60.0,18.65,50,1977,2,0,0,3,15
635.6,60.0,18.19,50,1977,2,0,0,3,15
636.6,60.0,18.79,50,1977,2,0,0,3,15
637.6,60.0,18.48,50,1977,2,0,0,3,15
638.6,60.0,18.65,50,1977,2,0,0,3,15
639.6,60.0,20.40,50,1977,2,0,0,3,15
640.6,60.0,19.38,50,1977,2,0,0,3,15
641.6,60.0,19.38,50,1977,2,0,0,3,15
642.6,60.0,18.89,50,1977,2,0,0,3,15
643.6,60.0,20.16,50,1977,2,0,0,3,15
644.6,60.0,19.42,50,1977,2,0,0,3,15
645.6,60.0,18.59,50,1977,2,0,0,3,15
646.6,60.0,18.74,50,1977,2,0,0,3,15
647.6,60.0,18.32,50,1977,2,0,0,3,15
648.6,60.0,17.96,50,1977,2,0,0,3,15
649.6,60.0,18.55,50,1977,2,0,0,3,15
650.6,60.0,19.15,50,1977,2,0,0,3,15
651.6,60.0,18.32,50,1977,2,0,0,3,15
652.6,60.0,19.13,50,1977,2,0,0,3,15
653.6,60.0,19.07,50,1977,2,0,0,3,15
654.6,60.0,18.54,50,1977,2,0,0,3,15
655.6,60.0,18.42,50,1977,2,0,0,3,15
656.6,60.0,18.23,50,1977,2,0,0,3,15
657.6,60.0,19.06,50,1977,2,0,0,3,15
658.6,60.0,19.21,50,1977,2,0,0,3,15
659.6,60.0,19.84,50,1977,2,0,0,3,15
660.6,60.0,19.04,50,1977,2,0,0,3,15
661.6,60.0,18.79,50,1977,2,0,0,3,15
662.6,60.0,18.82,50,1977,2,0,0,3,15
663.6,60.0,18.44,50,1977,2,0,0,3,15
664.6,60.0,19.03,50,1977,2,0,0,3,15
665.6,60.0,20.02,50,1977,2,0,0,3,15
666.6,60.0,19.10,50,1977,2,0,0,3,15
667.6,60.0,18.63,50,1977,2,0,0,3,15
668.6,60.0,18.95,50,1977,2,0,0,3,15
669.6,60.0,18.25,50,1977,2,0,0,3,15
670.6,60.0,18.64,50,1977,2,0,0,3,15
671.6,60.0,18.29,50,1977,2,0,0,3,15
672.6,60.0,18.41,50,1977,2,0,0,3,15
673.6,60.0,18.74,50,1977,2,0,0,3,15
674.6,59.0,32.02,50,1977,2,0,0,3,15
675.6,60.0,19.19,50,1977,2,0,0,3,15
676.6,60.0,18.27,50,1977,2,0,0,3,15
677.6,60.0,18.40,50,1977,2,0,0,3,15
678.6,60.0,18.45,50,1977,2,0,0,3,15
679.6,60.0,17.98,50,1977,2,0,0,3,15
680.6,60.0,18.48,50,1977,2,0,0,3,15
681.6,60.0,18.32,50,1977,2,0,0,3,15
682.6,60.0,18.24,50,1977,2,0,0,3,15
683.6,60.0,18.63,50,1977,2,0,0,3,15
684.6,60.0,18.50,50,1977,2,0,0,3,15
685.6,60.0,18.74,50,1977,2,0,0,3,15
686.6,60.0,18.64,50,1977,2,0,0,3,15
687.6,60.0,18.26,50,1977,2,0,0,3,15
688.6,60.0,18.93,50,1977,2,0,0,3,15
689.6,60.0,18.68,50,1977,2,0,0,3,15
690.6,60.0,19.17,50,1977,2,0,0,3,15
691.6,60.0,19.88,50,1977,2,0,0,3,15
692.6,60.0,18.83,50,1977,2,0,0,3,15
693.6,60.0,18.30,50,1977,2,0,0,3,15
694.6,60.0,18.50,50,1977,2,0,0,3,15
695.6,60.0,18.79,50,1977,2,0,0,3,15
696.6,60.0,18.68,50,1977,2,0,0,3,15
697.6,60.0,18.54,50,1977,2,0,0,3,15
698.6,60.0,18.63,50,1977,2,0,0,3,15
699.6,60.0,18.19,50,1977,2,0,0,3,15
700.6,60.0,18.49,50,1977,2,0,0,3,15
701.6,60.0,18.30,50,1977,2,0,0,3,15
702.6,60.0,18.74,50,1977,2,0,0,3,15
703.6,60.0,18.48,50,1977,2,0,0,3,15
704.6,60.0,18.57,50,1977,2,0,0,3,15
705.6,60.0,18.75,50,1977,2,0,0,3,15
706.6,60.0,18.82,50,1977,2,0,0,3,15
707.6,59.0,32.41,50,1977,2,0,0,3,15
708.6,60.0,18.57,50,1977,2,0,0,3,15
709.6,60.0,21.30,50,1977,2,0,0,3,15
710.6,60.0,18.60,50,1977,2,0,0,3,15
711.6,60.0,17.96,50,1977,2,0,0,3,15
712.6,60.0,19.27,50,1977,2,0,0,3,15
713.6,60.0,18.68,50,1977,2,0,0,3,15
714.6,60.0,20.49,50,1977,2,0,0,3,15
715.6,60.0,18.42,50,1977,2,0,0,3,15
716.6,60.0,19.20,50,1977,2,0,0,3,15
717.6,60.0,20.19,50,1977,2,0,0,3,15
718.6,60.0,18.74,50,1977,2,0,0,3,15
719.6,60.0,18.15,50,1977,2,0,0,3,15
720.6,60.0,18.00,50,1977,2,0,0,3,15
721.6,60.0,18.46,50,1977,2,0,0,3,15
722.6,60.0,18.03,50,1977,2,0,0,3,15
723.6,60.0,18.52,50,1977,2,0,0,3,15
724.6,60.0,18.64,50,1977,2,0,0,3,15
725.6,60.0,17.97,50,1977,2,0,0,3,15
726.6,60.0,19.05,50,1977,2,0,0,3,15
727.6,60.0,19.07,50,1977,2,0,0,3,15
728.6,60.0,18.39,50,1977,2,0,0,3,15
729.6,60.0,19.33,50,1977,2,0,0,3,15
730.6,60.0,18.57,50,1977,2,0,0,3,15
731.6,60.0,18.53,50,1977,2,0,0,3,15
732.6,60.0,18.06,50,1977,2,0,0,3,15
733.6,60.0,18.94,50,1977,2,0,0,3,15
734.6,59.0,31.60,50,1977,2,0,0,3,15
735.6,60.0,18.82,50,1977,2,0,0,3,15
736.6,60.0,18.15,50,1977,2,0,0,3,15
737.6,60.0,18.25,50,1977,2,0,0,3,15
738.6,60.0,18.46,50,1977,2,0,0,3,15
739.6,60.0,18.33,50,1977,2,0,0,3,15
740.6,60.0,18.45,50,1977,2,0,0,3,15
741.6,60.0,18.53,50,1977,2,0,0,3,15
742.6,60.0,18.13,50,1977,2,0,0,3,15
743.6,60.0,18.25,50,1977,2,0,0,3,15
744.6,60.0,17.94,50,1977,2,0,0,3,15
745.6,60.0,20.09,50,1977,2,0,0,3,15
746.6,60.0,19.19,50,1977,2,0,0,3,15
747.6,60.0,18.45,50,1977,2,0,0,3,15
748.6,60.0,18.45,50,1977,2,0,0,3,15
749.6,60.0,18.24,50,1977,2,0,0,3,15
750.6,60.0,18.94,50,1977,2,0,0,3,15
751.6,60.0,18.78,50,1977,2,0,0,3,15
752.6,60.0,18.53,50,1977,2,0,0,3,15
753.6,60.0,18.30,50,1977,2,0,0,3,15
754.6,60.0,18.57,50,1977,2,0,0,3,15
755.6,60.0,18.86,50,1977,2,0,0,3,15
756.6,60.0,18.95,50,1977,2,0,0,3,15
757.6,60.0,18.66,50,1977,2,0,0,3,15
758.6,60.0,18.83,50,1977,2,0,0,3,15
759.6,60.0,18.27,50,1977,2,0,0,3,15
760.6,60.0,18.72,50,1977,2,0,0,3,15
761.6,60.0,17.75,50,1977,2,0,0,3,15
762.6,60.0,18.36,50,1977,2,0,0,3,15
763.6,60.0,18.73,50,1977,2,0,0,3,15
764.6,60.0,18.46,50,1977,2,0,0,3,15
765.6,60.0,18.45,50,1977,2,0,0,3,15
766.6,60.0,18.35,50,1977,2,0,0,3,15
767.6,60.0,18.27,50,1977,2,0,0,3,15
768.6,60.0,18.47,50,1977,2,0,0,3,15
769.6,60.0,18.58,50,1977,2,0,0,3,15
770.6,60.0,18.45,50,1977,2,0,0,3,15
771.6,60.0,20.06,50,1977,2,0,0,3,15
772.6,60.0,19.64,50,1977,2,0,0,3,15
773.6,60.0,19.11,50,1977,2,0,0,3,15
774.6,60.0,18.97,50,1977,2,0,0,3,15
775.6,60.0,18.45,50,1977,2,0,0,3,15
776.6,60.0,18.56,50,1977,2,0,0,3,15
777.6,60.0,19.01,50,1977,2,0,0,3,15
778.6,60.0,18.93,50,1977,2,0,0,3,15
779.6,60.0,18.77,50,1977,2,0,0,3,15
780.6,60.0,18.50,50,1977,2,0,0,3,15
781.6,60.0,19.01,50,1977,2,0,0,3,15
782.6,60.0,19.73,50,1977,2,0,0,3,15
783.6,60.0,18.36,50,1977,2,0,0,3,15
784.6,60.0,18.00,50,1977,2,0,0,3,15
785.6,60.0,20.46,50,1977,2,0,0,3,15
786.6,60.0,19.90,50,1977,2,0,0,3,15
787.6,60.0,18.63,50,1977,2,0,0,3,15
788.6,60.0,18.57,50,1977,2,0,0,3,15
789.6,60.0,18.26,50,1977,2,0,0,3,15
790.6,60.0,18.85,50,1977,2,0,0,3,15
791.6,60.0,17.72,50,1977,2,0,0,3,15
792.6,60.0,18.08,50,1977,2,0,0,3,15
793.6,60.0,18.55,50,1977,2,0,0,3,15
794.6,60.0,19.18,50,1977,2,0,0,3,15
795.6,60.0,19.11,50,1977,2,0,0,3,15
796.6,60.0,18.18,50,1977,2,0,0,3,15
797.6,60.0,20.12,50,1977,2,0,0,3,15
798.6,60.0,17.95,50,1977,2,0,0,3,15
799.6,60.0,18.94,50,1977,2,0,0,3,15
800.6,59.0,26.61,50,1977,2,0,0,3,15
801.6,60.0,18.47,50,1977,2,0,0,3,15
802.6,60.0,18.63,50,1977,2,0,0,3,15
803.6,60.0,18.41,50,1977,2,0,0,3,15
804.6,60.0,18.91,50,1977,2,0,0,3,15
805.6,60.0,18.78,50,1977,2,0,0,3,15
806.6,60.0,18.67,50,1977,2,0,0,3,15
807.6,60.0,18.98,50,1977,2,0,0,3,15
808.6,60.0,19.80,50,1977,2,0,0,3,15
809.6,60.0,18.32,50,1977,2,0,0,3,15
810.6,60.0,18.80,50,1977,2,0,0,3,15
811.6,60.0,18.63,50,1977,2,0,0,3,15
812.6,60.0,18.15,50,1977,2,0,0,3,15
813.6,60.0,18.09,50,1977,2,0,0,3,15
814.6,60.0,18.08,50,1977,2,0,0,3,15
815.6,60.0,18.59,50,1977,2,0,0,3,15
816.6,60.0,18.58,50,1977,2,0,0,3,15
817.6,60.0,18.76,50,1977,2,0,0,3,15
818.6,60.0,19.68,50,1977,2,0,0,3,15
819.6,60.0,19.11,50,1977,2,0,0,3,15
820.6,60.0,20.04,50,1977,2,0,0,3,15
821.6,60.0,18.37,50,1977,2,0,0,3,15
822.6,60.0,18.36,50,1977,2,0,0,3,15
823.6,60.0,18.76,50,1977,2,0,0,3,15
824.6,60.0,18.11,50,1977,2,0,0,3,15
825.6,60.0,18.35,50,1977,2,0,0,3,15
826.6,60.0,19.15,50,1977,2,0,0,3,15
827.6,60.0,18.23,50,1977,2,0,0,3,15
828.6,60.0,18.30,50,1977,2,0,0,3,15
829.6,60.0,18.57,50,1977,2,0,0,3,15
830.6,60.0,18.99,50,1977,2,0,0,3,15
831.6,60.0,18.62,50,1977,2,0,0,3,15
832.6,60.0,19.10,50,1977,2,0,0,3,15
833.6,60.0,19.17,50,1977,2,0,0,3,15
834.6,60.0,18.92,50,1977,2,0,0,3,15
835.6,60.0,18.96,50,1977,2,0,0,3,15
836.6,60.0,19.17,50,1977,2,0,0,3,15
837.6,60.0,19.33,50,1977,2,0,0,3,15
838.6,60.0,18.79,50,1977,2,0,0,3,15
839.6,60.0,20.25,50,1977,2,0,0,3,15
840.6,60.0,18.93,50,1977,2,0,0,3,15
841.6,60.0,20.01,50,1977,2,0,0,3,15
842.6,60.0,18.62,50,1977,2,0,0,3,15
843.6,60.0,19.16,50,1977,2,0,0,3,15
844.6,60.0,19.54,50,1977,2,0,0,3,15
845.6,60.0,19.39,50,1977,2,0,0,3,15
846.6,60.0,19.71,50,1977,2,0,0,3,15
847.6,60.0,18.50,50,1977,2,0,0,3,15
848.6,60.0,19.20,50,1977,2,0,0,3,15
849.6,60.0,20.51,50,1977,2,0,0,3,15
850.6,60.0,18.66,50,1977,2,0,0,3,15
851.6,60.0,17.79,50,1977,2,0,0,3,15
852.6,60.0,19.50,50,1977,2,0,0,3,15
853.6,60.0,18.99,50,1977,2,0,0,3,15
854.6,60.0,31.93,50,1977,2,0,0,3,15
855.6,59.0,19.17,50,1977,2,0,0,3,15
856.6,60.0,18.11,50,1977,2,0,0,3,15
857.6,60.0,18.28,50,1977,2,0,0,3,15
858.6,60.0,18.55,50,1977,2,0,0,3,15
859.6,60.0,19.23,50,1977,2,0,0,3,15
860.6,60.0,18.58,50,1977,2,0,0,3,15
861.6,60.0,18.45,50,1977,2,0,0,3,15
862.6,60.0,18.54,50,1977,2,0,0,3,15
863.6,60.0,17.93,50,1977,2,0,0,3,15
864.6,60.0,18.87,50,1977,2,0,0,3,15
865.6,60.0,18.03,50,1977,2,0,0,3,15
866.6,60.0,23.02,50,1977,2,0,0,3,15
867.6,60.0,17.99,50,1977,2,0,0,3,15
868.6,60.0,18.25,50,1977,2,0,0,3,15
869.6,60.0,18.28,50,1977,2,0,0,3,15
870.6,60.0,20.79,50,1977,2,0,0,3,15
871.6,60.0,19.50,50,1977,2,0,0,3,15
872.6,60.0,19.29,50,1977,2,0,0,3,15
873.6,60.0,20.35,50,1977,2,0,0,3,15
875.3,1.0,1.95,50,1977,2,0,0,3,15
876.3,3566.0,1.71,50,1977,2,0,0,3,15
877.3,3923.0,0.49,50,1977,2,0,0,3,15
878.3,3983.0,0.53,50,1977,2,0,0,3,15
879.3,3870.0,0.57,50,1977,2,0,0,3,15
880.3,3924.0,0.53,50,1977,2,0,0,3,15
881.3,3931.0,0.50,50,1977,2,0,0,3,15
882.3,3973.0,0.50,50,1977,2,0,0,3,15
883.3,4010.0,0.52,50,1977,2,0,0,3,15
884.3,4022.0,0.52,50,1977,2,0,0,3,15
885.3,3916.0,0.46,50,1977,2,0,0,3,15
886.3,3950.0,0.50,50,1977,2,0,0,3,15
887.3,4003.0,0.57,50,1977,2,0,0,3,15
888.3,3950.0,0.49,50,1977,2,0,0,3,15
889.3,3992.0,0.51,50,1977,2,0,0,3,15
890.3,3917.0,0.53,50,1977,2,0,0,3,15
891.3,3986.0,0.54,50,1977,2,0,0,3,15
892.3,3910.0,0.50,50,1977,2,0,0,3,15
893.3,3932.0,0.51,50,1977,2,0,0,3,15
894.3,4061.0,0.54,50,1977,2,0,0,3,15
895.3,3892.0,0.52,50,1977,2,0,0,3,15
896.3,4028.0,0.49,50,1977,2,0,0,3,15
897.3,4002.0,0.54,50,1977,2,0,0,3,15
898.3,3953.0,0.50,50,1977,2,0,0,3,15
899.3,3911.0,0.48,50,1977,2,0,0,3,15
900.3,3884.0,0.56,50,1977,2,0,0,3,15
901.3,3906.0,0.99,50,1977,2,0,0,3,15
902.3,4024.0,0.53,50,1977,2,0,0,3,15
903.3,4072.0,0.50,50,1977,2,0,0,3,15
904.3,3883.0,0.54,50,1977,2,0,0,3,15
905.3,3989.0,0.52,50,1977,2,0,0,3,15
906.3,3905.0,0.49,50,1977,2,0,0,3,15
907.3,3869.0,0.55,50,1977,2,0,0,3,15
908.3,3964.0,0.57,50,1977,2,0,0,3,15
909.3,3903.0,0.55,50,1977,2,0,0,3,15
910.3,3965.0,0.52,50,1977,2,0,0,3,15
911.3,3976.0,0.52,50,1977,2,0,0,3,15
912.3,3949.0,0.55,50,1977,2,0,0,3,15
913.3,3921.0,0.56,50,1977,2,0,0,3,15
914.3,3914.0,0.73,50,1977,2,0,0,3,15
915.3,3969.0,0.56,50,1977,2,0,0,3,15
916.3,3959.0,0.53,50,1977,2,0,0,3,15
917.3,3978.0,0.50,50,1977,2,0,0,3,15
918.3,3965.0,0.55,50,1977,2,0,0,3,15
919.3,3969.0,0.52,50,1977,2,0,0,3,15
920.3,3984.0,0.49,50,1977,2,0,0,3,15
921.3,3949.0,0.65,50,1977,2,0,0,3,15
922.3,3881.0,0.51,50,1977,2,0,0,3,15
923.3,3973.0,0.52,50,1977,2,0,0,3,15
924.3,3968.0,0.51,50,1977,2,0,0,3,15
925.3,3847.0,0.52,50,1977,2,0,0,3,15
926.3,3973.0,0.50,50,1977,2,0,0,3,15
927.3,3929.0,0.61,50,1977,2,0,0,3,15
928.3,4183.0,0.51,50,1977,2,0,0,3,15
929.3,3930.0,0.52,50,1977,2,0,0,3,15
930.3,3879.0,0.50,50,1977,2,0,0,3,15
931.3,4029.0,0.49,50,1977,2,0,0,3,15
932.3,3982.0,0.73,50,1977,2,0,0,3,15
933.3,3905.0,0.52,50,1977,2,0,0,3,15
934.3,3959.0,0.52,50,1977,2,0,0,3,15
935.3,3986.0,0.52,50,1977,2,0,0,3,15
936.3,3908.0,0.53,50,1977,2,0,0,3,15
937.3,3929.0,0.52,50,1977,2,0,0,3,15
938.3,3837.0,0.55,50,1977,2,0,0,3,15
939.3,3986.0,0.49,50,1977,2,0,0,3,15
940.3,3842.0,0.51,50,1977,2,0,0,3,15
941.3,3946.0,0.50,50,1977,2,0,0,3,15
942.3,3987.0,0.49,50,1977,2,0,0,3,15
943.3,4005.0,0.54,50,1977,2,0,0,3,15
944.3,3918.0,0.53,50,1977,2,0,0,3,15
945.3,3968.0,0.49,50,1977,2,0,0,3,15
946.3,3965.0,0.49,50,1977,2,0,0,3,15
947.3,3936.0,0.50,50,1977,2,0,0,3,15
948.3,3879.0,0.58,50,1977,2,0,0,3,15
949.3,4008.0,0.51,50,1977,2,0,0,3,15
950.3,4065.0,0.71,50,1977,2,0,0,3,15
951.3,3929.0,0.51,50,1977,2,0,0,3,15
952.3,3853.0,0.57,50,1977,2,0,0,3,15
953.3,3868.0,0.52,50,1977,2,0,0,3,15
954.3,3920.0,0.54,50,1977,2,0,0,3,15
955.3,3958.0,0.51,50,1977,2,0,0,3,15
956.3,3946.0,0.52,50,1977,2,0,0,3,15
957.3,3894.0,0.50,50,1977,2,0,0,3,15
958.3,3996.0,0.72,50,1977,2,0,0,3,15
959.3,3956.0,0.53,50,1977,2,0,0,3,15
960.3,3935.0,0.54,50,1977,2,0,0,3,15
961.3,4020.0,0.51,50,1977,2,0,0,3,15
962.3,3979.0,0.50,50,1977,2,0,0,3,15
963.3,3854.0,0.50,50,1977,2,0,0,3,15
964.3,3958.0,0.60,50,1977,2,0,0,3,15
965.3,3923.0,0.51,50,1977,2,0,0,3,15
966.3,3827.0,0.51,50,1977,2,0,0,3,15
967.3,3927.0,0.54,50,1977,2,0,0,3,15
968.3,3858.0,0.50,50,1977,2,0,0,3,15
969.3,3843.0,0.52,50,1977,2,0,0,3,15
970.3,4015.0,0.47,50,1977,2,0,0,3,15
971.3,3987.0,0.53,50,1977,2,0,0,3,15
972.3,3854.0,0.52,50,1977,2,0,0,3,15
973.3,3997.0,0.57,50,1977,2,0,0,3,15
974.3,3915.0,0.50,50,1977,2,0,0,3,15
975.3,3947.0,0.49,50,1977,2,0,0,3,15
976.3,4002.0,0.54,50,1977,2,0,0,3,15
977.3,3920.0,0.53,50,1977,2,0,0,3,15
978.3,3908.0,0.49,50,1977,2,0,0,3,15
979.3,3876.0,0.49,50,1977,2,0,0,3,15
980.3,3903.0,0.49,50,1977,2,0,0,3,15
981.3,3975.0,0.51,50,1977,2,0,0,3,15
982.3,4041.0,0.49,50,1977,2,0,0,3,15
983.3,4124.0,0.50,50,1977,2,0,0,3,15
984.3,3939.0,0.54,50,1977,2,0,0,3,15
985.3,3989.0,0.53,50,1977,2,0,0,3,15
986.3,3985.0,0.50,50,1977,2,0,0,3,15
987.3,3955.0,0.47,50,1977,2,0,0,3,15
988.3,3918.0,0.50,50,1977,2,0,0,3,15
989.3,3842.0,0.53,50,1977,2,0,0,3,15
990.3,3939.0,0.51,50,1977,2,0,0,3,15
991.3,3984.0,0.53,50,1977,2,0,0,3,15
992.3,4044.0,0.63,50,1977,2,0,0,3,15
993.3,3986.0,1.09,50,1977,2,0,0,3,15
994.3,4028.0,0.49,50,1977,2,0,0,3,15
995.3,3894.0,0.49,50,1977,2,0,0,3,15
996.3,3942.0,0.50,50,1977,2,0,0,3,15
997.3,4047.0,2.27,50,1977,2,0,0,3,15
998.3,4158.0,1.79,50,1977,2,0,0,3,15
999.3,4195.0,0.63,50,1977,2,0,0,3,15
1000.3,4127.0,0.51,50,1977,2,0,0,3,15
1001.3,4213.0,0.51,50,1977,2,0,0,3,15
1002.3,4178.0,0.57,50,1977,2,0,0,3,15
1003.3,4285.0,0.48,50,1977,2,0,0,3,15
1004.3,4210.0,0.52,50,1977,2,0,0,3,15
1005.3,4169.0,0.72,50,1977,2,0,0,3,15
1006.3,4261.0,0.49,50,1977,2,0,0,3,15
1007.3,4341.0,0.56,50,1977,2,0,0,3,15
1008.3,4332.0,0.51,50,1977,2,0,0,3,15
1009.3,4273.0,0.48,50,1977,2,0,0,3,15
1010.3,4193.0,0.72,50,1977,2,0,0,3,15
1011.3,4455.0,0.45,50,1977,2,0,0,3,15
1012.3,4303.0,0.52,50,1977,2,0,0,3,15
1013.3,4311.0,0.89,50,1977,2,0,0,3,15
1014.3,4302.0,0.91,50,1977,2,0,0,3,15
1015.3,4406.0,0.72,50,1977,2,0,0,3,15
1016.3,4373.0,0.73,50,1977,2,0,0,3,15
