time_s,fps,process_ms,nodes,objects,orphans,missions,trade_missions,ships,workers
1017.3,4395.0,0.42,50,1977,2,0,0,3,15
1018.3,4390.0,0.75,50,1977,2,0,0,3,15
1019.3,4309.0,0.51,50,1977,2,0,0,3,15
1020.3,4315.0,0.47,50,1977,2,0,0,3,15
1021.3,4078.0,0.49,50,1977,2,0,0,3,15
1022.3,4282.0,0.51,50,1977,2,0,0,3,15
1023.3,4221.0,0.59,50,1977,2,0,0,3,15
1024.3,4219.0,0.49,50,1977,2,0,0,3,15
1025.3,4195.0,0.47,50,1977,2,0,0,3,15
1026.3,4139.0,0.46,50,1977,2,0,0,3,15
1027.3,4204.0,0.60,50,1977,2,0,0,3,15
1028.3,4165.0,0.51,50,1977,2,0,0,3,15
1029.3,4221.0,0.56,50,1977,2,0,0,3,15
1030.3,4249.0,0.70,50,1977,2,0,0,3,15
1031.3,4167.0,0.50,50,1977,2,0,0,3,15
1032.3,4258.0,0.51,50,1977,2,0,0,3,15
1033.3,4248.0,0.68,50,1977,2,0,0,3,15
1034.3,4305.0,1.02,50,1977,2,0,0,3,15
1035.3,4277.0,0.52,50,1977,2,0,0,3,15
1036.3,4230.0,0.57,50,1977,2,0,0,3,15
1037.3,4385.0,0.72,50,1977,2,0,0,3,15
1038.3,4355.0,0.61,50,1977,2,0,0,3,15
1039.3,4320.0,0.60,50,1977,2,0,0,3,15
1040.3,4245.0,0.75,50,1977,2,0,0,3,15
1041.3,4118.0,0.81,50,1977,2,0,0,3,15
1042.3,4224.0,0.59,50,1977,2,0,0,3,15
1043.3,4221.0,0.71,50,1977,2,0,0,3,15
1044.3,4183.0,0.59,50,1977,2,0,0,3,15
1045.3,4150.0,0.70,50,1977,2,0,0,3,15
1046.3,4101.0,0.53,50,1977,2,0,0,3,15
1047.3,4111.0,0.50,50,1977,2,0,0,3,15
1048.3,4243.0,0.70,50,1977,2,0,0,3,15
1049.3,4088.0,0.48,50,1977,2,0,0,3,15
1050.3,4063.0,0.50,50,1977,2,0,0,3,15
1051.3,4237.0,0.48,50,1977,2,0,0,3,15
1052.3,4196.0,0.70,50,1977,2,0,0,3,15
1053.3,4086.0,0.47,50,1977,2,0,0,3,15
1054.3,4121.0,0.50,50,1977,2,0,0,3,15
1055.3,4157.0,0.51,50,1977,2,0,0,3,15
1056.3,4097.0,0.49,50,1977,2,0,0,3,15
1057.3,4158.0,0.47,50,1977,2,0,0,3,15
1058.3,4198.0,0.59,50,1977,2,0,0,3,15
1059.3,4220.0,0.67,50,1977,2,0,0,3,15
1060.3,4161.0,0.49,50,1977,2,0,0,3,15
1061.3,4155.0,0.50,50,1977,2,0,0,3,15
1062.4,4230.0,0.50,50,1977,2,0,0,3,15
1063.4,4128.0,0.69,50,1977,2,0,0,3,15
1064.4,4259.0,0.49,50,1977,2,0,0,3,15
1065.4,4210.0,0.48,50,1977,2,0,0,3,15
1066.4,4168.0,0.47,50,1977,2,0,0,3,15
1067.4,4149.0,0.53,50,1977,2,0,0,3,15
1068.4,4270.0,0.47,50,1977,2,0,0,3,15
1069.4,4277.0,0.80,50,1977,2,0,0,3,15
1070.4,4276.0,0.67,50,1977,2,0,0,3,15
1071.4,4347.0,0.50,50,1977,2,0,0,3,15
1072.4,4292.0,0.46,50,1977,2,0,0,3,15
1073.4,4244.0,0.53,50,1977,2,0,0,3,15
1074.4,4305.0,0.69,50,1977,2,0,0,3,15
1075.4,4234.0,0.54,50,1977,2,0,0,3,15
1076.4,4295.0,0.50,50,1977,2,0,0,3,15
1077.4,4294.0,0.52,50,1977,2,0,0,3,15
1078.4,4224.0,0.56,50,1977,2,0,0,3,15
1079.4,4238.0,0.47,50,1977,2,0,0,3,15
1080.4,4234.0,0.49,50,1977,2,0,0,3,15
1081.4,4288.0,0.52,50,1977,2,0,0,3,15
1082.4,4319.0,0.51,50,1977,2,0,0,3,15
1083.4,4178.0,0.49,50,1977,2,0,0,3,15
1084.4,4273.0,0.67,50,1977,2,0,0,3,15
1085.4,4183.0,0.48,50,1977,2,0,0,3,15
1086.4,4287.0,0.50,50,1977,2,0,0,3,15
1087.4,4300.0,0.53,50,1977,2,0,0,3,15
1088.4,4291.0,0.60,50,1977,2,0,0,3,15
1089.4,4192.0,0.51,50,1977,2,0,0,3,15
1090.4,4098.0,0.53,50,1977,2,0,0,3,15
1091.4,4245.0,0.54,50,1977,2,0,0,3,15
1092.4,4259.0,0.47,50,1977,2,0,0,3,15
1093.4,4083.0,1.16,50,1977,2,0,0,3,15
1094.4,4054.0,0.47,50,1977,2,0,0,3,15
1095.4,4214.0,0.52,50,1977,2,0,0,3,15
1096.4,4120.0,0.51,50,1977,2,0,0,3,15
1097.4,4060.0,0.57,50,1977,2,0,0,3,15
1098.4,4212.0,0.48,50,1977,2,0,0,3,15
1099.4,4049.0,0.50,50,1977,2,0,0,3,15
1100.4,4084.0,0.48,50,1977,2,0,0,3,15
1101.4,4209.0,0.66,50,1977,2,0,0,3,15
1102.4,4043.0,0.52,50,1977,2,0,0,3,15
1103.4,4131.0,0.47,50,1977,2,0,0,3,15
1104.4,4233.0,0.48,50,1977,2,0,0,3,15
1105.4,4054.0,0.47,50,1977,2,0,0,3,15
1106.4,4165.0,1.90,50,1977,2,0,0,3,15
1107.4,4161.0,0.49,50,1977,2,0,0,3,15
1108.4,4085.0,0.53,50,1977,2,0,0,3,15
1109.4,4113.0,0.53,50,1977,2,0,0,3,15
1110.4,4193.0,0.55,50,1977,2,0,0,3,15
1111.4,4106.0,0.50,50,1977,2,0,0,3,15
1112.4,4087.0,0.49,50,1977,2,0,0,3,15
1113.4,4122.0,0.53,50,1977,2,0,0,3,15
1114.4,4049.0,0.50,50,1977,2,0,0,3,15
1115.4,4131.0,0.46,50,1977,2,0,0,3,15
1116.4,4105.0,0.53,50,1977,2,0,0,3,15
1117.4,4116.0,0.49,50,1977,2,0,0,3,15
1118.4,4216.0,0.52,50,1977,2,0,0,3,15
1119.4,4180.0,0.53,50,1977,2,0,0,3,15
1120.4,4164.0,0.52,50,1977,2,0,0,3,15
1121.4,4179.0,0.72,50,1977,2,0,0,3,15
1122.4,4102.0,0.75,50,1977,2,0,0,3,15
1123.4,4081.0,0.51,50,1977,2,0,0,3,15
1124.4,4057.0,0.50,50,1977,2,0,0,3,15
1125.4,4129.0,0.54,50,1977,2,0,0,3,15
1126.4,4187.0,0.54,50,1977,2,0,0,3,15
1127.4,4221.0,0.56,50,1977,2,0,0,3,15
1128.4,4146.0,0.53,50,1977,2,0,0,3,15
1129.4,4040.0,0.71,50,1977,2,0,0,3,15
1130.4,4143.0,0.60,50,1977,2,0,0,3,15
1131.4,4070.0,0.56,50,1977,2,0,0,3,15
1132.4,4129.0,0.49,50,1977,2,0,0,3,15
1133.4,4194.0,0.47,50,1977,2,0,0,3,15
1134.4,4074.0,0.61,50,1977,2,0,0,3,15
1135.4,4140.0,0.65,50,1977,2,0,0,3,15
1136.4,4126.0,0.57,50,1977,2,0,0,3,15
1137.4,4142.0,0.49,50,1977,2,0,0,3,15
1138.4,4250.0,0.54,50,1977,2,0,0,3,15
1139.4,4297.0,0.61,50,1977,2,0,0,3,15
1140.4,4052.0,1.21,50,1977,2,0,0,3,15
1141.4,4212.0,0.51,50,1977,2,0,0,3,15
1142.4,4174.0,0.50,50,1977,2,0,0,3,15
1143.4,4208.0,4.68,50,1977,2,0,0,3,15
1144.4,4205.0,2.10,50,1977,2,0,0,3,15
1145.4,4302.0,0.46,50,1977,2,0,0,3,15
1146.4,4234.0,0.73,50,1977,2,0,0,3,15
1147.4,4297.0,0.54,50,1977,2,0,0,3,15
1148.4,4268.0,1.10,50,1977,2,0,0,3,15
1149.4,4223.0,0.89,50,1977,2,0,0,3,15
1150.4,4183.0,1.34,50,1977,2,0,0,3,15
1151.4,4273.0,0.52,50,1977,2,0,0,3,15
1152.4,4353.0,0.51,50,1977,2,0,0,3,15
1153.4,4246.0,0.47,50,1977,2,0,0,3,15
1154.4,4323.0,0.52,50,1977,2,0,0,3,15
1155.4,4226.0,0.81,50,1977,2,0,0,3,15
1156.4,4278.0,1.29,50,1977,2,0,0,3,15
1157.4,4218.0,0.75,50,1977,2,0,0,3,15
1158.4,4183.0,0.54,50,1977,2,0,0,3,15
1159.4,4273.0,0.52,50,1977,2,0,0,3,15
1160.4,4433.0,0.50,50,1977,2,0,0,3,15
1161.4,4206.0,0.64,50,1977,2,0,0,3,15
1162.4,4338.0,0.51,50,1977,2,0,0,3,15
1163.4,4424.0,0.49,50,1977,2,0,0,3,15
1164.4,4350.0,0.51,50,1977,2,0,0,3,15
1165.4,4258.0,0.68,50,1977,2,0,0,3,15
1166.4,4315.0,0.54,50,1977,2,0,0,3,15
1167.4,4262.0,0.51,50,1977,2,0,0,3,15
1168.4,4282.0,0.49,50,1977,2,0,0,3,15
1169.4,4208.0,0.49,50,1977,2,0,0,3,15
1170.4,4299.0,0.51,50,1977,2,0,0,3,15
1171.4,4177.0,0.48,50,1977,2,0,0,3,15
1172.4,4343.0,0.45,50,1977,2,0,0,3,15
1173.4,4425.0,0.50,50,1977,2,0,0,3,15
1174.4,4334.0,0.71,50,1977,2,0,0,3,15
1175.4,4218.0,0.48,50,1977,2,0,0,3,15
1176.4,4216.0,0.50,50,1977,2,0,0,3,15
1177.4,4233.0,0.59,50,1977,2,0,0,3,15
1178.4,4315.0,0.46,50,1977,2,0,0,3,15
1179.4,4295.0,0.49,50,1977,2,0,0,3,15
1180.4,4437.0,0.51,50,1977,2,0,0,3,15
1181.4,4290.0,0.51,50,1977,2,0,0,3,15
1182.4,4217.0,0.46,50,1977,2,0,0,3,15
1183.4,4250.0,0.50,50,1977,2,0,0,3,15
1184.4,4213.0,0.48,50,1977,2,0,0,3,15
1185.4,4504.0,0.55,50,1977,2,0,0,3,15
1186.4,4340.0,0.51,50,1977,2,0,0,3,15
1187.4,4297.0,0.50,50,1977,2,0,0,3,15
1188.4,4120.0,0.89,50,1977,2,0,0,3,15
1189.4,4271.0,1.15,50,1977,2,0,0,3,15
1190.4,4279.0,0.50,50,1977,2,0,0,3,15
1191.4,4387.0,0.47,50,1977,2,0,0,3,15
1192.4,4214.0,0.52,50,1977,2,0,0,3,15
1193.4,4196.0,0.51,50,1977,2,0,0,3,15
1194.4,4201.0,0.50,50,1977,2,0,0,3,15
1195.4,4382.0,0.52,50,1977,2,0,0,3,15
1196.4,4326.0,0.53,50,1977,2,0,0,3,15
1197.4,4205.0,0.53,50,1977,2,0,0,3,15
1198.4,4191.0,0.47,50,1977,2,0,0,3,15
1199.4,4223.0,0.60,50,1977,2,0,0,3,15
1200.4,4205.0,0.48,50,1977,2,0,0,3,15
1201.4,4356.0,0.52,50,1977,2,0,0,3,15
1202.4,4376.0,0.67,50,1977,2,0,0,3,15
1203.4,4330.0,0.51,50,1977,2,0,0,3,15
1204.4,4389.0,0.51,50,1977,2,0,0,3,15
1205.4,4328.0,0.49,50,1977,2,0,0,3,15
1206.4,4387.0,0.52,50,1977,2,0,0,3,15
1207.4,4305.0,0.55,50,1977,2,0,0,3,15
1208.4,4303.0,0.51,50,1977,2,0,0,3,15
1209.4,4340.0,0.51,50,1977,2,0,0,3,15
1210.4,4264.0,0.50,50,1977,2,0,0,3,15
1211.4,4264.0,0.53,50,1977,2,0,0,3,15
1212.4,4224.0,0.51,50,1977,2,0,0,3,15
1213.4,4093.0,0.49,50,1977,2,0,0,3,15
1214.4,4209.0,0.59,50,1977,2,0,0,3,15
1215.4,4279.0,0.47,50,1977,2,0,0,3,15
1216.4,4197.0,0.48,50,1977,2,0,0,3,15
1217.4,4304.0,0.78,50,1977,2,0,0,3,15
1218.4,4228.0,0.55,50,1977,2,0,0,3,15
1219.4,4359.0,2.75,50,1977,2,0,0,3,15
1220.4,4410.0,2.33,50,1977,2,0,0,3,15
1221.4,4260.0,0.50,50,1977,2,0,0,3,15
1222.4,4487.0,0.47,50,1977,2,0,0,3,15
1223.4,4357.0,0.66,50,1977,2,0,0,3,15
1224.4,4326.0,0.96,50,1977,2,0,0,3,15
1225.4,4095.0,0.50,50,1977,2,0,0,3,15
1226.4,4298.0,0.89,50,1977,2,0,0,3,15
1227.4,4219.0,0.58,50,1977,2,0,0,3,15
1228.4,4199.0,0.47,50,1977,2,0,0,3,15
1229.4,4322.0,0.60,50,1977,2,0,0,3,15
1230.4,4350.0,0.49,50,1977,2,0,0,3,15
1231.4,4325.0,0.53,50,1977,2,0,0,3,15
1232.4,4360.0,0.73,50,1977,2,0,0,3,15
1233.4,4293.0,0.52,50,1977,2,0,0,3,15
1234.4,4192.0,0.47,50,1977,2,0,0,3,15
1235.4,4399.0,0.75,50,1977,2,0,0,3,15
1236.4,4301.0,0.49,50,1977,2,0,0,3,15
1237.4,4232.0,0.69,50,1977,2,0,0,3,15
1238.4,4245.0,0.48,50,1977,2,0,0,3,15
1239.4,4244.0,0.62,50,1977,2,0,0,3,15
1240.4,4310.0,0.51,50,1977,2,0,0,3,15
1241.4,4229.0,0.50,50,1977,2,0,0,3,15
1242.4,4130.0,0.52,50,1977,2,0,0,3,15
1243.4,4293.0,0.54,50,1977,2,0,0,3,15
1244.4,4227.0,0.51,50,1977,2,0,0,3,15
1245.4,4208.0,0.97,50,1977,2,0,0,3,15
1246.4,4245.0,6.57,50,1977,2,0,0,3,15
1247.4,4159.0,2.05,50,1977,2,0,0,3,15
1248.4,4354.0,0.48,50,1977,2,0,0,3,15
1249.4,4251.0,0.47,50,1977,2,0,0,3,15
1250.4,4344.0,0.51,50,1977,2,0,0,3,15
1251.4,4422.0,0.51,50,1977,2,0,0,3,15
1252.4,4349.0,0.47,50,1977,2,0,0,3,15
1253.4,4264.0,0.48,50,1977,2,0,0,3,15
1254.4,4204.0,0.53,50,1977,2,0,0,3,15
1255.4,4263.0,0.48,50,1977,2,0,0,3,15
1256.4,4337.0,0.46,50,1977,2,0,0,3,15
1257.4,4206.0,0.51,50,1977,2,0,0,3,15
1258.4,4489.0,0.48,50,1977,2,0,0,3,15
1259.4,4178.0,0.47,50,1977,2,0,0,3,15
1260.4,4340.0,0.54,50,1977,2,0,0,3,15
1261.4,4258.0,0.44,50,1977,2,0,0,3,15
1262.4,4400.0,0.47,50,1977,2,0,0,3,15
1263.4,4229.0,0.51,50,1977,2,0,0,3,15
1264.4,4320.0,0.49,50,1977,2,0,0,3,15
1265.4,4345.0,0.47,50,1977,2,0,0,3,15
1266.4,4240.0,0.44,50,1977,2,0,0,3,15
1267.4,4284.0,0.47,50,1977,2,0,0,3,15
1268.4,4223.0,0.50,50,1977,2,0,0,3,15
1269.4,4237.0,0.48,50,1977,2,0,0,3,15
1270.4,4414.0,0.48,50,1977,2,0,0,3,15
1271.4,4287.0,0.48,50,1977,2,0,0,3,15
1272.4,4321.0,0.56,50,1977,2,0,0,3,15
1273.4,4213.0,0.49,50,1977,2,0,0,3,15
1274.4,4350.0,0.52,50,1977,2,0,0,3,15
1275.4,4254.0,0.54,50,1977,2,0,0,3,15
1276.4,4156.0,0.48,50,1977,2,0,0,3,15
1277.4,4249.0,0.50,50,1977,2,0,0,3,15
1278.4,4188.0,0.44,50,1977,2,0,0,3,15
1279.4,4466.0,0.54,50,1977,2,0,0,3,15
1280.4,4507.0,0.47,50,1977,2,0,0,3,15
1281.4,4280.0,0.48,50,1977,2,0,0,3,15
1282.4,4321.0,0.65,50,1977,2,0,0,3,15
1283.4,4342.0,0.74,50,1977,2,0,0,3,15
1284.4,4263.0,0.53,50,1977,2,0,0,3,15
1285.4,4377.0,0.48,50,1977,2,0,0,3,15
1286.4,4190.0,0.48,50,1977,2,0,0,3,15
1287.4,4379.0,0.52,50,1977,2,0,0,3,15
1288.4,4223.0,0.49,50,1977,2,0,0,3,15
1289.4,4202.0,0.50,50,1977,2,0,0,3,15
1290.4,4276.0,0.51,50,1977,2,0,0,3,15
1291.4,4292.0,0.59,50,1977,2,0,0,3,15
1292.4,4320.0,0.84,50,1977,2,0,0,3,15
1293.4,4267.0,0.52,50,1977,2,0,0,3,15
1294.4,4475.0,0.54,50,1977,2,0,0,3,15
1295.4,4290.0,0.48,50,1977,2,0,0,3,15
1296.4,4320.0,0.48,50,1977,2,0,0,3,15
1297.4,3971.0,0.51,50,1977,2,0,0,3,15
1298.4,3939.0,0.53,50,1977,2,0,0,3,15
1299.4,3991.0,0.53,50,1977,2,0,0,3,15
1300.4,3946.0,0.52,50,1977,2,0,0,3,15
1301.4,3941.0,0.60,50,1977,2,0,0,3,15
1302.4,3993.0,0.56,50,1977,2,0,0,3,15
1303.4,3999.0,0.51,50,1977,2,0,0,3,15
1304.4,3985.0,0.51,50,1977,2,0,0,3,15
1305.4,3982.0,0.51,50,1977,2,0,0,3,15
1306.4,3985.0,0.53,50,1977,2,0,0,3,15
1307.4,4004.0,0.52,50,1977,2,0,0,3,15
1308.4,3964.0,0.51,50,1977,2,0,0,3,15
1309.4,3994.0,0.53,50,1977,2,0,0,3,15
1310.4,3931.0,0.52,50,1977,2,0,0,3,15
1311.4,4010.0,0.49,50,1977,2,0,0,3,15
1312.4,4378.0,0.50,50,1977,2,0,0,3,15
1313.4,4363.0,0.55,50,1977,2,0,0,3,15
1314.4,4195.0,0.58,50,1977,2,0,0,3,15
1315.4,4175.0,0.49,50,1977,2,0,0,3,15
1316.4,4469.0,0.53,50,1977,2,0,0,3,15
1317.4,4151.0,0.54,50,1977,2,0,0,3,15
1318.4,3927.0,0.52,50,1977,2,0,0,3,15
1319.4,3988.0,0.50,50,1977,2,0,0,3,15
1320.4,3920.0,0.52,50,1977,2,0,0,3,15
1321.4,4023.0,0.50,50,1977,2,0,0,3,15
1322.4,4067.0,0.53,50,1977,2,0,0,3,15
1323.4,3947.0,0.49,50,1977,2,0,0,3,15
1324.4,3906.0,0.53,50,1977,2,0,0,3,15
1325.4,3918.0,0.52,50,1977,2,0,0,3,15
1326.4,4086.0,0.50,50,1977,2,0,0,3,15
1327.4,4037.0,0.52,50,1977,2,0,0,3,15
1328.4,3898.0,0.78,50,1977,2,0,0,3,15
1329.4,4057.0,0.54,50,1977,2,0,0,3,15
1330.4,3992.0,0.71,50,1977,2,0,0,3,15
1331.4,3974.0,0.48,50,1977,2,0,0,3,15
1332.4,3891.0,0.48,50,1977,2,0,0,3,15
1333.4,4009.0,0.51,50,1977,2,0,0,3,15
1334.4,3947.0,0.48,50,1977,2,0,0,3,15
1335.4,4077.0,0.50,50,1977,2,0,0,3,15
1336.4,3974.0,0.50,50,1977,2,0,0,3,15
1337.4,4156.0,0.55,50,1977,2,0,0,3,15
1338.4,4020.0,0.55,50,1977,2,0,0,3,15
1339.4,3921.0,0.47,50,1977,2,0,0,3,15
1340.4,4049.0,0.55,50,1977,2,0,0,3,15
1341.4,3983.0,0.51,50,1977,2,0,0,3,15
1342.4,3990.0,0.49,50,1977,2,0,0,3,15
1343.4,3961.0,0.52,50,1977,2,0,0,3,15
1344.4,3985.0,0.54,50,1977,2,0,0,3,15
1345.4,4015.0,0.66,50,1977,2,0,0,3,15
1346.4,4171.0,1.30,50,1977,2,0,0,3,15
1347.4,3983.0,0.53,50,1977,2,0,0,3,15
1348.4,4039.0,0.58,50,1977,2,0,0,3,15
1349.4,3947.0,0.53,50,1977,2,0,0,3,15
1350.4,3990.0,0.51,50,1977,2,0,0,3,15
1351.4,3976.0,0.71,50,1977,2,0,0,3,15
1352.4,3909.0,0.53,50,1977,2,0,0,3,15
1353.4,3907.0,0.49,50,1977,2,0,0,3,15
1354.4,3965.0,0.56,50,1977,2,0,0,3,15
1355.4,3958.0,0.54,50,1977,2,0,0,3,15
1356.4,3916.0,0.51,50,1977,2,0,0,3,15
1357.4,4034.0,0.51,50,1977,2,0,0,3,15
1358.4,3962.0,0.54,50,1977,2,0,0,3,15
1359.4,3927.0,0.58,50,1977,2,0,0,3,15
1360.4,4016.0,0.52,50,1977,2,0,0,3,15
1361.4,3904.0,0.51,50,1977,2,0,0,3,15
1362.4,4036.0,0.50,50,1977,2,0,0,3,15
1363.4,3971.0,0.52,50,1977,2,0,0,3,15
1364.4,3991.0,0.48,50,1977,2,0,0,3,15
1365.4,4054.0,0.56,50,1977,2,0,0,3,15
1366.4,3850.0,0.54,50,1977,2,0,0,3,15
1367.4,4047.0,0.53,50,1977,2,0,0,3,15
1368.4,3965.0,0.51,50,1977,2,0,0,3,15
1369.4,4042.0,0.52,50,1977,2,0,0,3,15
1370.4,4109.0,0.50,50,1977,2,0,0,3,15
1371.4,3966.0,0.54,50,1977,2,0,0,3,15
1372.4,4034.0,0.49,50,1977,2,0,0,3,15
1373.4,4053.0,0.56,50,1977,2,0,0,3,15
1374.4,4025.0,0.54,50,1977,2,0,0,3,15
1375.4,3927.0,0.52,50,1977,2,0,0,3,15
1376.4,4063.0,0.54,50,1977,2,0,0,3,15
1377.4,4121.0,0.53,50,1977,2,0,0,3,15
1378.4,3966.0,0.51,50,1977,2,0,0,3,15
1379.4,4005.0,0.55,50,1977,2,0,0,3,15
1380.4,3891.0,0.51,50,1977,2,0,0,3,15
1381.4,3910.0,0.52,50,1977,2,0,0,3,15
1382.4,4004.0,0.51,50,1977,2,0,0,3,15
1383.4,3960.0,0.53,50,1977,2,0,0,3,15
1384.4,4018.0,0.52,50,1977,2,0,0,3,15
1385.4,3909.0,0.49,50,1977,2,0,0,3,15
1386.4,3964.0,0.49,50,1977,2,0,0,3,15
1387.4,4079.0,0.53,50,1977,2,0,0,3,15
1388.4,4022.0,0.52,50,1977,2,0,0,3,15
1389.4,3998.0,0.53,50,1977,2,0,0,3,15
1390.4,4040.0,0.57,50,1977,2,0,0,3,15
1391.4,3973.0,0.52,50,1977,2,0,0,3,15
1392.4,3894.0,0.55,50,1977,2,0,0,3,15
1393.4,4078.0,0.54,50,1977,2,0,0,3,15
1394.4,4010.0,0.66,50,1977,2,0,0,3,15
1395.4,3976.0,0.53,50,1977,2,0,0,3,15
1396.4,3944.0,0.51,50,1977,2,0,0,3,15
1397.4,3983.0,0.52,50,1977,2,0,0,3,15
1398.4,3963.0,0.52,50,1977,2,0,0,3,15
1399.4,3910.0,0.50,50,1977,2,0,0,3,15
1400.4,4042.0,0.54,50,1977,2,0,0,3,15
1401.4,3935.0,0.53,50,1977,2,0,0,3,15
1402.4,3970.0,0.55,50,1977,2,0,0,3,15
1403.4,3981.0,0.48,50,1977,2,0,0,3,15
1404.4,4102.0,0.55,50,1977,2,0,0,3,15
1405.4,4054.0,0.50,50,1977,2,0,0,3,15
1406.4,4006.0,0.51,50,1977,2,0,0,3,15
1407.4,3968.0,0.53,50,1977,2,0,0,3,15
1408.4,4069.0,0.54,50,1977,2,0,0,3,15
1409.4,4006.0,0.53,50,1977,2,0,0,3,15
1410.4,4030.0,0.50,50,1977,2,0,0,3,15
1411.4,4027.0,0.56,50,1977,2,0,0,3,15
1412.4,3970.0,0.53,50,1977,2,0,0,3,15
1413.4,4084.0,0.51,50,1977,2,0,0,3,15
1414.4,4006.0,0.52,50,1977,2,0,0,3,15
1415.4,3850.0,0.53,50,1977,2,0,0,3,15
1416.4,3921.0,0.52,50,1977,2,0,0,3,15
1417.4,3990.0,0.52,50,1977,2,0,0,3,15
1418.4,4055.0,0.50,50,1977,2,0,0,3,15
1419.4,3987.0,0.58,50,1977,2,0,0,3,15
1420.4,3940.0,0.50,50,1977,2,0,0,3,15
1421.4,4134.0,0.51,50,1977,2,0,0,3,15
1422.4,3880.0,0.52,50,1977,2,0,0,3,15
1423.4,3943.0,0.53,50,1977,2,0,0,3,15
1424.4,3958.0,0.54,50,1977,2,0,0,3,15
1425.4,3976.0,0.53,50,1977,2,0,0,3,15
1426.4,4180.0,0.50,50,1977,2,0,0,3,15
1427.4,4213.0,0.82,50,1977,2,0,0,3,15
1428.4,3961.0,0.51,50,1977,2,0,0,3,15
1429.4,4030.0,0.74,50,1977,2,0,0,3,15
1430.4,3952.0,0.71,50,1977,2,0,0,3,15
1431.4,3862.0,0.63,50,1977,2,0,0,3,15
1432.4,3966.0,0.53,50,1977,2,0,0,3,15
1433.4,4092.0,0.48,50,1977,2,0,0,3,15
1434.4,3939.0,0.77,50,1977,2,0,0,3,15
1435.4,4015.0,0.50,50,1977,2,0,0,3,15
1436.4,4047.0,0.49,50,1977,2,0,0,3,15
1437.4,4051.0,0.50,50,1977,2,0,0,3,15
1438.4,4085.0,0.51,50,1977,2,0,0,3,15
1439.4,4033.0,0.48,50,1977,2,0,0,3,15
1440.4,3910.0,0.54,50,1977,2,0,0,3,15
1441.4,3961.0,0.54,50,1977,2,0,0,3,15
1442.4,3983.0,0.56,50,1977,2,0,0,3,15
1443.4,4056.0,0.51,50,1977,2,0,0,3,15
1444.4,3923.0,0.46,50,1977,2,0,0,3,15
1445.4,3864.0,0.55,50,1977,2,0,0,3,15
1446.4,3993.0,0.58,50,1977,2,0,0,3,15
1447.4,3913.0,0.47,50,1977,2,0,0,3,15
1448.4,3869.0,0.51,50,1977,2,0,0,3,15
1449.4,3964.0,0.51,50,1977,2,0,0,3,15
1450.4,3901.0,0.54,50,1977,2,0,0,3,15
1451.4,4033.0,0.50,50,1977,2,0,0,3,15
1452.4,4033.0,0.52,50,1977,2,0,0,3,15
1453.4,3957.0,0.57,50,1977,2,0,0,3,15
1454.4,3943.0,0.58,50,1977,2,0,0,3,15
1455.4,3994.0,0.80,50,1977,2,0,0,3,15
1456.4,3936.0,0.49,50,1977,2,0,0,3,15
1457.4,4110.0,0.75,50,1977,2,0,0,3,15
1458.4,3954.0,0.54,50,1977,2,0,0,3,15
1459.4,3956.0,0.51,50,1977,2,0,0,3,15
1460.4,4050.0,0.58,50,1977,2,0,0,3,15
1461.4,4124.0,0.50,50,1977,2,0,0,3,15
1462.4,3970.0,0.53,50,1977,2,0,0,3,15
1463.4,3974.0,0.50,50,1977,2,0,0,3,15
1464.4,4013.0,0.52,50,1977,2,0,0,3,15
1465.4,3937.0,0.53,50,1977,2,0,0,3,15
1466.4,3996.0,0.52,50,1977,2,0,0,3,15
1467.4,4002.0,0.51,50,1977,2,0,0,3,15
1468.4,3984.0,0.55,50,1977,2,0,0,3,15
1469.4,4014.0,0.52,50,1977,2,0,0,3,15
1470.4,3980.0,0.45,50,1977,2,0,0,3,15
1471.4,3926.0,0.51,50,1977,2,0,0,3,15
1472.4,3989.0,0.55,50,1977,2,0,0,3,15
1473.4,3960.0,0.51,50,1977,2,0,0,3,15
1474.4,3856.0,0.55,50,1977,2,0,0,3,15
1475.4,3939.0,0.51,50,1977,2,0,0,3,15
1476.4,3986.0,0.51,50,1977,2,0,0,3,15
1477.4,4000.0,0.54,50,1977,2,0,0,3,15
1478.4,4123.0,0.52,50,1977,2,0,0,3,15
1479.4,3959.0,0.52,50,1977,2,0,0,3,15
1480.4,4068.0,0.51,50,1977,2,0,0,3,15
1481.4,3967.0,0.59,50,1977,2,0,0,3,15
1482.4,4053.0,0.51,50,1977,2,0,0,3,15
1483.4,3879.0,0.53,50,1977,2,0,0,3,15
1484.4,3919.0,0.51,50,1977,2,0,0,3,15
1485.4,3967.0,0.54,50,1977,2,0,0,3,15
1486.4,3935.0,0.50,50,1977,2,0,0,3,15
1487.4,4065.0,0.68,50,1977,2,0,0,3,15
1488.4,3901.0,0.49,50,1977,2,0,0,3,15
1489.4,3993.0,0.52,50,1977,2,0,0,3,15
1490.4,3941.0,0.51,50,1977,2,0,0,3,15
1491.4,4018.0,0.49,50,1977,2,0,0,3,15
1492.4,4001.0,0.57,50,1977,2,0,0,3,15
1493.4,3996.0,0.51,50,1977,2,0,0,3,15
1494.4,3976.0,0.50,50,1977,2,0,0,3,15
1495.4,3980.0,0.56,50,1977,2,0,0,3,15
1496.4,4011.0,0.51,50,1977,2,0,0,3,15
1497.4,3864.0,0.51,50,1977,2,0,0,3,15
